,Customer,Type,Text,Summary,sim_score,split
941,Notion,Twitter,"Search OpenAIs ChatGPT directly from CMDT in your Arc browser What do you think This internal prototype works but is brittle Any chance you want to provide us with a URL to deeplink folks to ChatGPT directly gdb sama 
joshm OpenAI gdb sama hmm with the API would it be possible to have a bespoke chatGPT modal that looks amp feels similar to an easel I think thatd feel more natural than just navigating to the chatGPT ui itself
neuroswish OpenAI gdb sama But Greg and team built all these neat plugins for their consumer ChatGPT app and maddiesimens designed a great interface Rather just send people there
joshm neuroswish OpenAI gdb sama maddiesimens I could be totally wrong but what Kiran said makes more sense to me
entropyofmymind joshm neuroswish OpenAI gdb sama maddiesimens Would require each user to get and input their own API key right Seems like a big barrier for most people
markmilian joshm neuroswish OpenAI gdb sama maddiesimens Id want to see arcinternet implement it in the same way as raycastapp does It makes for a better experience Imagine pressing CMDG and typing query into the command bar to get the result in an easellike interface
entropyofmymind markmilian joshm neuroswish OpenAI gdb sama maddiesimens arcinternet raycastapp Like this  
nidhishgajjar markmilian joshm neuroswish OpenAI gdb sama maddiesimens arcinternet raycastapp Something like this but inside arc 
entropyofmymind nidhishgajjar markmilian joshm neuroswish OpenAI gdb sama maddiesimens arcinternet raycastapp why another one
sudhamjayanthi entropyofmymind markmilian joshm neuroswish OpenAI gdb sama maddiesimens arcinternet raycastapp Exactly",Nothing,0.0413061082363128,train
942,Notion,Appstore/Playstore,Im happy with everything about the program but theres a downside There is no Russian language It is convenient to use it is possible to connect from any device and make adjustments,"User is happy with the program but mentions that there is no Russian language support, making it inconvenient to use on a mobile device.",0.8577314615249634,train
943,figma,Twitter,"Teachers We have lots of DonorsChoose funding love left to share Drop your project link below to share with the Figma community
Extra credit Tell us how your project is connected to Figma for Education 
Clearthelist DonorsChoose TeacherTwitter
Alex_FigmaEdu DonorsChoose figma This project is for the music therapist that works with the specialized Autism classrooms in my building She is amazing so Id love to help share her project"," Users praise the HTML to Design plugin for Figma as an underrated and incredibly helpful tool, particularly for iterating on live projects. They appreciate its time-saving capabilities and the generous free plan offering 20 page imports per month.",0.4287557005882263,train
944,Notion,Appstore/Playstore,I use it when I work Why doesnt the app work like this If you press it it doesnt float at all so its useless The fact that it cant run like this There is an urgent need for improvements,"User finds the app useful for work but finds it lacking in functionality, as it doesn't float when pressed and is not responsive. They express frustration with the app's lack of responsiveness and suggest urgent improvements.",0.7830231189727783,train
945,Notion,Twitter,Would highly recommend if you want to move from Chrome but want to keep Chrome Devtools arcinternet,"User suggests using the ""Add to Home Screen"" feature to add a link to a website, which is a better alternative to using the ""Add to Home Screen"" feature to add a link to a website.",0.3091556429862976,train
946,Notion,Twitter,"Ive been using browsercompanys ARC browser for a while now Its a little wonder Ill leave you the videoreview 
Its still in beta but I have 5 invitations that Ill leave below so you can try it out
Link FIFO  add 
robertocastro browsercompany Ive also been using it since more or less Christmas and the browser is fantastic The profile theme has helped me a lot not to lose focus when Im working",Nothing,0.0896016359329223,train
947,Notion,Appstore/Playstore,honestly this app really helped me w organizing my script for my hotd dr and i feel like im really close to actually shifting good luck to all of you happy shifting,"User found the app helpful in organizing their script for their hotd dr and is close to shifting, wishing the team good luck.",0.7644318342208862,train
948,figma,Twitter,"RT AdhamDannaway  Learn Design
A free course by Figma to help you get started in design
 12 lessons
 5 Exercises
 Practice files"," User shares a quick experiment in Figma to create a cool loader using an angular gradient and shape mask, showcasing a behind-the-scenes video.",0.2022144496440887,train
949,figma,Twitter,"RT ElioCopywriter Setting up my Mac
Design figma
Calendar Cron
Epošta Superhumano
Productivity NotionHQ
Browser brow",Mobile app created with Figma.,0.3446991443634033,train
950,Notion,Twitter,"New Notion template for content creators
 Plan Schedule and Track Your Social Media Content
 Stay on Top of Your Tasks and Projects and achieve your goals
 Manage Your Network and Social Media Growth
Learn more 
 
heytemply NotionHQ Great template Temply Everything wellorganized around key areas for content creators"," User is excited about the new Notion template for content creators, which provides a plan, schedule, and track system for social media content creation, as well as a system for managing tasks, projects, and goals.",0.8856584429740906,train
951,Notion,Twitter,"Seems there is no way to cancel a NotionHQ plus plan Been trying to find the place for 15 mins now with no luck
markessien NotionHQ I usually use virual cards with these kind of services when am done I just delete the virtual card problem solved"," User is frustrated with the lack of a way to cancel their @NotionHQ plus plan, as they have been trying to find the place for 15 minutes without success.",0.8046658039093018,train
952,Notion,Appstore/Playstore,App has been amazing but last 2 days its not working and never loads have to use it on laptop Please fix,"User is experiencing issues with the app not working and not loading, and is requesting a fix.",0.7259472012519836,train
953,figma,G2,"We use FigJam to build website outlines and it is so nice to all be looking at the same thing at the same time and in REAL time
I love that I can use this to wireframe ideas as well as brainstorm
there is a slight learning curve that I am still getting used to","Users find Figma valuable for maximizing their small team's efficiency, enabling quick design iterations, and providing an intuitive platform for collaboration. They appreciate the logical organization and notification system. However, they suggest offering help articles and tools tailored to users' varying skill levels and familiarity with the product.",0.5521748065948486,train
954,Notion,Appstore/Playstore,"I cant write a comment because my cursor disappears when a physical keyboard is connected What kind of notetaking app cant get cursors right This is just one of the bugs on Notion for iPad And on top of that you expect me to pay a subscription fee for a live service that isnt fixing anything
Get Obsidian instead of Notion free and much more versatile",User is frustrated with the disappearing cursor issue in Notion for iPad and the subscription fee for a live service that isn't fixing anything.,0.7569941878318787,train
955,Notion,Twitter,So was looking for something to do some note takingtodo lists amp task management NotionHQ is pretty nifty Even some Ai integrations I havent played with yet but def what I was looking for and more," User is excited about the new features in Notion, including the ability to create a new note from scratch, and is looking forward to trying it out.",0.5675565004348755,train
956,Notion,Appstore/Playstore,Cant open after logging in for the first time,User is unable to open Notion after logging in for the first time.,0.7026395797729492,train
957,zoom,Appstore/Playstore,Best app of online classes,User finds Zoom to be the best app for online classes.,0.7464182376861572,train
958,figma,Twitter,"RT Alex_FigmaEdu Were celebrating the amazing educators in the
Figma for Edu community for TeacherAppreciationWeek  
Were shini",User suggests recording the FULL Config agenda video again with keyboard and screen reader for better accessibility.,0.1069311052560806,train
959,Notion,Appstore/Playstore,Even after the update infinite loading remains the same when starting,User experiences infinite loading after the update and is still experiencing the same issue.,0.862983226776123,train
960,Notion,Appstore/Playstore,Fire use on my laptop decent on my ipad crap on my phone  logs me out regularly and its hard to navigate part of this comes from the screen size obvs but part of it is poor optimization excited for whats to come,"User is disappointed with the app's performance on their laptop, iPad, and phone, as it frequently logs them out and is difficult to navigate. They are excited for the app's future updates.",0.6253120303153992,train
961,Notion,Appstore/Playstore,"Im not a big planner to begin with probably due to my lack of enjoyment for more mainstream planners like Google calendar and traditional paper planners Google while claiming to be userfriendly had too many tools and GUIs to navigate through which felt overwhelming to me while still lacking the flexibility I desired Paper planners I encountered in the store didnt do the job either because they were not formatted exactly how I wanted and of course a regular old notebook didnt provide the online accessibility I wanted
Notion is everything you wanted in a planner and truly helped bring the planning side of me back to reality It provided helpful templates I could use to give an overall format for what I wanted to write checklists boxes etc which were incredibly customizable The tool is simple yet powerful without any unnecessary visual effects or special features you are forced to learn I love that Notion can be accessed on any device via the website or app and my plans look the exact same in any format without shifting its orientation or completely uphauling the website layout I would recommend this to anyone","User finds Notion helpful for organizing their daily tasks and planning their week, as it provides templates and customizable tools for organizing their tasks. They appreciate the flexibility and ease of use, and find it helpful for their daily tasks.",0.4477044343948364,train
962,Notion,Twitter,"Ive definitely moved on to brave Goodbye googlechrome of the balls
The great battle iOS VS Android has begun
I use iPhone but damn Apple too
Final Boss Adsense monetize with another platform 
fdefree_ brave googlechrome Im waiting for browsercompany to release your browser to the general public
It looks really good and I want to try it 
InvIngeniero brave googlechrome browsercompany Ill take a look at it for iPhone thats it",User is excited about the new @brave browser and is looking forward to trying it out.,0.6161653399467468,train
963,Notion,Appstore/Playstore,Literally my whole life is on Notion An incredible app for those who do not seek limits when it comes to organizing their personal life and work Today 27042023 the Brazilian Portuguese version was released,"User praises Notion for its ability to organize their personal and work life, and expresses excitement about the Brazilian Portuguese version being released.",0.6859130859375,train
964,Notion,Appstore/Playstore,Не работает,User is experiencing issues with the product.,0.3227459192276001,train
965,Notion,Appstore/Playstore,Best app for personal and professional organization,User praises the app for its versatility in personal and professional organization.,0.745154857635498,train
966,Notion,Appstore/Playstore,Does it take Zanrek like this to run even though Im on a notepad,User is unsure if Zanrek is compatible with their notepad.,0.7441463470458984,train
967,figma,G2,"Linking together a magnitude of information generally scattered throughout multiple sites in my companys intranet Miro also allows a space for my team to refer back to as a single source of information
One of the better whiteboard tools that is easy to navigate and use I enjoy the table features and sticky notes Also the ability to use embedded comments on anything on the board
When updating the table functions the back button will erase all items entered in the table and not just the last thing added It makes it challenging to edit things added without losing all the changes made","User praises the collaboration, comments, and grouping features for improving decision-making capabilities and real-time collaboration. They appreciate the tool's ability to add comments and reactions to sticky notes, flowcharts, mind maps, and wireframes.",0.4655674993991852,train
968,Notion,Twitter,"Enhanced the new Gmail with Boost custom styling Its one of Arc by the browsercompany feature 
arcbrowser browsercompany gmail internetComputer 
Xilantra browsercompany Is it like turning Gmail to Superhuman","User is excited about the new Gmail feature, Enhanced by Arc, and mentions the @browsercompany feature.",0.8021694421768188,train
969,figma,G2,"All our team can access the boards either independently or together 
This enables everyone to work on items when it is best for them 
 
Having everyone able to provide input or comments directly in the Miro boards means that there is less indirect  administrative load
Great compatibility with other programs Microsoft Teams and Office tie ins work well 
Duplicated copied in data means no location links to maintain 
Large number of templates that can be leveraged to kick start your layouts
Sometimes you want to preserve links to the data and be able to automatically update 
This is not a strength of the platform as generally speaking the data become separate from the source when pulled in","The user appreciates the ability to organize their project in one place and share it with collaborators, as well as the ability to add comments and sticky notes. They also appreciate the endless board feature and the ability to follow themselves around the board for critiques. The user finds the platform easy to use and appreciates the hidden features.",0.4731373786926269,train
970,Notion,Appstore/Playstore,I just recently discovered Notion tried it out on my PC etc and now Im using it on my iPhone and Im therefore a very fresh user I would have the idea to allow you to delete entries faster drag and drop them into a trash can or click twice and then they are deleted Maybe its a good idea,User is a fresh Notion user and suggests allowing faster deletion of entries by dragging and dropping them into a trash can or clicking twice to delete them.,0.726720929145813,train
971,Notion,Twitter,"Last week I was wondering why in Arc Browser there are no folder or some else features allowing me categorize my tabs And today I found it in Whats new Fascinating
browsercompany arcBrowser
browsercompany","User is excited about the new features in Arc Browser, including folder and tab categorization, and is looking forward to testing them.",0.7787643074989319,train
972,Notion,Twitter,Many templates in NotionHQ use the acronym PARA to help organize and manage business projects But what does PARA stand for Lets break it down,"User shares a free template for Notion, which is a collection of 12 templates for various purposes, including a personal website, a portfolio, a blog, and a landing page.",0.4749543070793152,train
973,Notion,Twitter,"Ive been using browsercompanys ARC browser for a while now Its a little wonder Ill leave you the videoreview 
Its still in beta but I have 5 invitations that Ill leave below so you can try it out
Link FIFO  add 
robertocastro browsercompany Ive also been using it since more or less Christmas and the browser is fantastic The profile theme has helped me a lot not to lose focus when Im working",User is using the browser for their work and is happy with it.,0.4780665636062622,train
974,Notion,Appstore/Playstore,"I love using Notion only in opensource system such Windows and Androids in phones or tablets but in iOS especially in my case iPhone iOS I cannot edit or alter the selected text to Heading 1 or Heading 3  Why Instead of just change the whole text to something I choose you add new one in another line
Please change this feature","User loves using Notion in open-source systems but finds it difficult to edit or alter text in iOS, specifically on iPhone iOS, as it adds new lines instead of changing the selected text to Heading 1 or Heading 3. They request a change in the feature to make it easier to edit text in iOS.",0.9328175783157348,train
975,Notion,Appstore/Playstore,I dont know what happened but suddenly none of my linkspages are working or loading and i cant access my important data,User is experiencing issues with their links/pages not working and being unable to access important data.,0.7914490699768066,train
976,Notion,Appstore/Playstore,Infinite loading jams for a few days,User experienced loading issues for a few days.,0.7918689250946045,train
977,figma,Twitter,RT katiecooperco If your figma files are low on memory and youve taken lengths to reduce file size but dont see an increase in memory," User is optimistic about AI's ability to amplify how we work, live, and create, and is looking forward to the conversation at @Figma's Config.",0.2007647454738617,train
978,Notion,Twitter,"So happy to see all the excitement about NotionBot
Time to do a bit of buildinginpublic and sharing the journey of how Im building an AI powered Chatbot for NotionHQ without knowing how to code 
Program for today finishing touches on the formula generator feature 
NotionHQ You can try NotionBot for free here",User is excited about NotionBot and plans to build an AI-powered chatbot for NotionHQ.,0.8153902888298035,train
979,figma,Twitter,"Does anyone have a contact at figma
Im developing a free afterschool design club for children aged 7  11 and want to use Figma 
Id love to talk to someone the about the best way to handle user accounts etc
liammews figma It appears you are in the UK So there are data privacy rules there means will need parental consent lemmccann may be able to give you more guidance on setting that up 

miggi figma lemmccann Brilliant thank you 
liammews miggi figma hey liam pls send me an email at EMAIL_ADDRESS","User expresses frustration as their project has not been funded during Teacher Appreciation Week, and requests help, mentioning that all donations will be matched on the last day.",0.1824968010187149,train
980,Notion,Twitter,Efficiency gains with the new NotionHQ button feature,User is excited about the new @NotionHQ button feature and is looking forward to using it.,0.7880079746246338,train
981,Notion,Twitter,Love the Site Search that browsercompany added to their arcinternet browser,"User is excited about the new features in the @browsercompany browser, including the new site search feature.",0.6799666881561279,train
982,zoom,Appstore/Playstore,Best app of online classes,User finds Zoom to be the best app for online classes.,0.7464182376861572,train
983,figma,Twitter,"Learning the ropes of Figma and UIUX design
Read about the dos and donts of using icons in an interface or website and how to communicate vital information more efficiently  
UIUXDesigner figma",Nothing,0.1080128401517868,train
984,Notion,Appstore/Playstore,I already configured the language to Spanish from the computer and in the cell it has already been updated but it would be great if they also implemented that option for the iPad,User is requesting that the app be updated to include the Spanish language option on the iPad as well as the computer.,0.8703255653381348,train
985,Notion,Appstore/Playstore,It would be nice if they added more languages I need it in Spanish,User suggests adding Spanish language support to the product.,0.7404019236564636,train
986,Notion,Twitter,"Ive definitely moved on to brave Goodbye googlechrome of the balls
The great battle iOS VS Android has begun
I use iPhone but damn Apple too
Final Boss Adsense monetize with another platform 
fdefree_ brave googlechrome Im waiting for browsercompany to release your browser to the general public
It looks really good and I want to try it 
InvIngeniero brave googlechrome browsercompany Ill take a look at it for iPhone thats it",User is excited about the new @brave browser and is looking forward to trying it out.,0.6161653399467468,train
987,Notion,Appstore/Playstore,"Notion will double charge you through Apple and through Stripe They will charge you extra that you were not informed about too
This is absolutely illegal and Apple should remove the app from the App Store","User is concerned about Notion's double charging through Apple and Stripe, as they were not informed about it. They believe it is illegal and Apple should remove the app from the App Store.",0.9309002161026,train
988,Notion,Twitter,"Ive definitely moved on to brave Goodbye googlechrome of the balls
The great battle iOS VS Android has begun
I use iPhone but damn Apple too
Final Boss Adsense monetize with another platform 
fdefree_ brave googlechrome Im waiting for browsercompany to release your browser to the general public
It looks really good and I want to try it 
InvIngeniero brave googlechrome browsercompany Ill take a look at it for iPhone thats it",User is excited about the new @brave browser and is looking forward to trying it out.,0.6161653399467468,train
989,figma,Twitter,RT hotgirlinglass  Excited to share that our Material Design 3 components file has over 400 users Celebrating little wins and looking," User expresses excitement about participating in Figma's Config event, featuring 75+ speakers and 50+ sessions over two days. They thank Figma for the opportunity.",0.2825968861579895,train
990,Notion,Appstore/Playstore,I usually use an iPad but I cant connect to the keyboard When will it be improved I think this problem has been around for a while,User is experiencing connectivity issues with the keyboard on their iPad and is seeking a solution.,0.7306877374649048,train
991,Notion,Appstore/Playstore,I cant connect to the app,Nothing,0.1290991604328155,train
992,Notion,Twitter,"New Notion template for content creators
 Plan Schedule and Track Your Social Media Content
 Stay on Top of Your Tasks and Projects and achieve your goals
 Manage Your Network and Social Media Growth
Learn more 
 
heytemply NotionHQ Very nice and rich template","User is excited about the new Notion template for content creators, which includes a plan, schedule, and track feature for social media content management, as well as a task management system for projects and goals.",0.8544450998306274,train
993,Notion,Appstore/Playstore,Slow loading  cannot access the file,"
 User experiences slow loading and cannot access the file.",0.865497887134552,train
994,Notion,Twitter,"Were testing NotionHQ for our internal documentation Excited to experiment with a new platform 
documentwrites NotionHQ sarah11918",User is excited about the new Notion platform and is testing it for internal documentation.,0.7307460904121399,train
995,figma,Twitter,"COCONUTS
We need you to mention in the answers tools that you would recommend as a creator 
It may be a little known one that you discovered recently
Which one do you choose
cocobayworld ChatGPT de OpenAI 
blackmagic_so 
canva 
figma 
NotionHQ","The user expresses frustration with Figma, feeling that it encourages excessive collaboration and lacks privacy. They appreciate the efforts of @trycampsite and suggest Figma should work on features like crit requests, anonymous comments, and privacy mode.",0.3493188023567199,train
996,figma,G2,"Practically everything my daily life as a UX Designer requires a platform like Figma There I can do prototyping a flowchart and I can practically do the entire development process
Figma is the best tool for software designers and developers Its practical and complete We can design a pixelperfect responsive web app design It has several collaboration features and several plugins It is even using the free option that the person makes a profit
There arent many cons But I would say that sometimes Figma can be slow especially when working with large files or complex projects What about the issue of limited offline functionality","Users find FigJam to be an excellent tool for UX design and team collaboration in remote work environments, as it allows them to visually map out workflows, track comments and changes, and collaborate effectively with various team members.",0.550523042678833,train
997,Notion,Twitter,browsercompany so i have a weird issue with arc when its on full screen on my mac it pulls to left idk how to describe it it doesnt let me access the screen like it kicks me out to desktop," User is experiencing issues with the browser, specifically when using the Arc extension on their Mac, as it pulls to the left side of the screen and doesn't let them access the screen.",0.8080492615699768,train
998,Notion,Appstore/Playstore,I just recently discovered Notion tried it out on my PC etc and now Im using it on my iPhone and Im therefore a very fresh user I would have the idea to allow you to delete entries faster drag and drop them into a trash can or click twice and then they are deleted Maybe its a good idea,User is a fresh Notion user and suggests allowing faster deletion of entries by dragging and dropping them into a trash can or clicking twice to delete them.,0.726720929145813,train
999,Notion,Appstore/Playstore,I really love Notion but using it on an iPad is a nightmare It freezes a lot on pages and doesnt allow me to access any of my pages regardless if Im using the app or logging in through a browser,"User loves Notion but finds it problematic on an iPad, as it freezes frequently and is not accessible through the app or browser.",0.8864100575447083,train
1000,Notion,Appstore/Playstore,"Hello Dear Developer
There are quite a lot of people using this program in Turkey If Turkish language support comes Im sure people in Turkey will use the premium opportunities and make you more money
Respects","User suggests adding Turkish language support to the program, as it would increase the number of users in Turkey and make the developer more money.",0.8313134908676147,train
1001,figma,Twitter,I love you figma but pushing the Join us at Config on every open tab is a little excessive,User is attending a Figma Config event alongside Vercel Design team members and invites others to drop by and say hello.,0.4273054599761963,train
1002,figma,Twitter,"Im working on new App Store screenshots 
Which design do you prefer 
DamjanDabo New is much better
What did you used btw for creating this screenshots
TakRutvik I used figma 
DamjanDabo figma Oh
Would something like appshotss interests you AppShot can handle designing 95 of the screenshots you showed and could speed up things drastically in other parts of this creation process 
I would love to get you on a trial if you would like and recieve ur feedback on how",User Akhil Bhandari and Alan Rako will be at DrupalSouth 2023 to show how to design in Figma and launch in Drupal in days.,0.3947143852710724,train
1003,Notion,Appstore/Playstore,You guys should make an option that allows you to make the letter size bigger I work with characters in chinese and they seem so small and i cant do anything about it,"User suggests making an option to increase the size of the letter in Chinese characters, as they are too small for their needs.",0.937569499015808,train
1004,figma,Twitter,"Teachers We have lots of DonorsChoose funding love left to share Drop your project link below to share with the Figma community
Extra credit Tell us how your project is connected to Figma for Education 
Clearthelist DonorsChoose TeacherTwitter
Alex_FigmaEdu DonorsChoose figma This project is for the music therapist that works with the specialized Autism classrooms in my building She is amazing so Id love to help share her project"," Users praise the HTML to Design plugin for Figma as an underrated and incredibly helpful tool, particularly for iterating on live projects. They appreciate its time-saving capabilities and the generous free plan offering 20 page imports per month.",0.4287557005882263,train
1005,figma,Twitter,"Teachers We have lots of DonorsChoose funding love left to share Drop your project link below to share with the Figma community
Extra credit Tell us how your project is connected to Figma for Education 
Clearthelist DonorsChoose TeacherTwitter
Alex_FigmaEdu DonorsChoose figma babe_perales techysaavy UtaunaH",User is close to reaching their goal of funding a project for students to use Figma 3D modeling software.,0.6036373972892761,train
1006,Notion,Appstore/Playstore,Spanish  Spanish,"
User loves the product.",0.2622478902339935,train
1007,Notion,Twitter,Efficiency gains with the new NotionHQ button feature,User is excited about the new @NotionHQ button feature and is looking forward to using it.,0.7880079746246338,train
1008,figma,Twitter,"Ive been a designer for a little over 13 years Early in my design career I started feeling like I wanted a more technical role and switched to frontend development
I remember the exact moment that the concept of components and systems thinking clicked for me
At the time I was building custom WordPress themes 
Within my theme Id have a partials folder full of my silly little components
And I had my templates folder full of my silly little templates
Pulling components from my partials folder into my templates enabled me to have really modular maintainable and organised template files
Seeing it all come together was a huge aha moment for me but I didnt know why  at the time design systems wasnt a wellknown concept
I spent a tonne of time playing with Sass extending classes using mixins and all that fun CSS goodness

Looking back at it now I realise that what I was really kind of doing was implementing a simplified version of component properties
Code felt natural and intuitive  I loved the idea of having a bunch of components that I could pull from and iterate upon rapidly
I wanted to be able to replicate that workflow in design so badly But design tooling wasnt anywhere close to what it is now
Designing in Photoshop involved a tonne of manual copying pasting and replacing The process felt outdated and ineffective and often resulted in a tonne of inconsistencies
I dreamed of a tool that could reflect some of what we do in code even the tiniest bit
When I learned about Figma a few years later it felt like a huge weight had been lifted and my passion for design exploded
Im so grateful to be working at a time where technology is evolving so rapidly and some of the gaps between designdev are starting to thin out
This was a lot of tweets about nothing but I woke up feeling so in love with my career 
And just generally grateful that I get to sit around all day working on design systems architecting components crafting design patterns and collaborating with developers 
I dont think Id be so passionate about my career if figma didnt come around when it did  Its setting the standard of things to come and were only at the beginning","The user has published a new version of the #pagger in the @figma community, which now allows users to assign tags, prevents the state of the pages from being shared between accounts, and allows users to test it as long as they want (not in the same file).",0.0992277041077613,train
1009,figma,Twitter,"Cant believe how much Ive learned about Framer in just a couple weeks Excited to see what I can create with this amazing tool FramerDesign 
gonzalez_sairah framer Wow thats awesome does it let you make prototypes too like click to the next page similar to Figma
SalmanMKC framer yes it was initially made as a prototyping tool like figma but in recent years turned to a lowcode web building tool"," User worked hard and smarter in Figma instead of using a 3D software, and their design has been posted in their uncle's print shop.",0.3621423244476318,train
1010,Notion,Twitter,browsercompany Fix Arc browser performance Or make it super easy to learn what makes it so slow I can barely use it anymore now after a few months of getting used to it and getting ready to set it my default browser,User is frustrated with the slow performance of the Arc browser and is considering switching to Chrome or Firefox.,0.8065569996833801,train
1011,Notion,Appstore/Playstore,One of my favorite apps Absolutely essential for my creativity productivity and efficiency,Nothing,0.1309471577405929,train
1012,Notion,Appstore/Playstore,Please support righttoleft orientation for typing in Arabic I have to use another app to take notes in Arabic and this is not efficient,"User requests support for right-to-left (RTL) Arabic text input in Notion, as they have to use another app for taking notes in Arabic and find it inefficient.",0.7808024287223816,train
1013,Notion,Appstore/Playstore,The app is really easy to use and very well organized However when I run the app only the first screen appears and it doesnt run so Id like you to fix this a little bit Deleting the app and reinstalling it can temporarily resolve this inconvenience but I would appreciate it if you could resolve it Im using the app well Thank you,"User finds the app easy to use and well organized, but when running it, only the first screen appears and it doesn't run. They request a fix to this issue, as it is inconvenient and they are using the app well.",0.9126416444778442,train
1014,Notion,Appstore/Playstore,Notifications dont appear until you open the app it just has a number on the app icon theres no sound notification so basically theres no notification,"User finds notifications in Notion app to be ineffective, as they only appear when the app is opened, without any sound or visual notification.",0.6266584992408752,train
1015,Notion,Appstore/Playstore,"I see on the screen that I need to connect to the internet to start but thats not the case Are there problems with the IOS app
Ive been using it for weeks and this is the first time Ive had this problem","User is experiencing issues with the IOS app, as it does not require internet connection to start. They have been using it for weeks without encountering this problem.",0.7820411324501038,train
1016,Notion,Twitter,"Took me more than expected But here it is
New website design with features like
 Creators portal featuring profiles like soltwagner and joylovedigital DM me if you want to be added
 Rewards page with products like NotionHQ  tryfirstbase  and brexHQ
 Home
heyShosan soltwagner joylovedigital NotionHQ tryfirstbase brexHQ Nice Shosan looks a nice and clean design 
My Wappalyzer app says youve built it in Framer and React too Nice","User is excited about the new website design and features, including the creators portal, rewards page, and home page. They also mention that the app has been built in Framer and React.",0.7122073173522949,train
1017,figma,Twitter,"Breaking News 
Attention webdesigners and digitalagencies This week new versions of our figma amp AdobeXD plugins 
Download for Figma  or Adobexd  and convert your webdesigns into WordPress with easy",Nothing,0.0660633593797683,train
1018,Notion,Appstore/Playstore,"A lot of people have left reviews saying that it only costs loading
When can I fix the error",User is concerned about the loading issue and wants to know when it will be fixed.,0.6147118210792542,train
1019,Notion,Twitter,"Took me more than expected But here it is
New website design with features like
 Creators portal featuring profiles like soltwagner and joylovedigital DM me if you want to be added
 Rewards page with products like NotionHQ  tryfirstbase  and brexHQ
 Home
heyShosan soltwagner joylovedigital NotionHQ tryfirstbase brexHQ Really nice site  Love the interface and how simple and easy it displays  Id love to take some inspiration from yours as Im building mine up 
HeyDorin soltwagner joylovedigital NotionHQ tryfirstbase brexHQ Thanks Dorin Sure go ahead","User is excited about the new website design and features, including the creators portal, rewards page, and home page. They appreciate the simplicity and ease of use.",0.7013884782791138,train
1020,Notion,Appstore/Playstore,The current version of the app doesnt load Love Notion but please fix,"User is experiencing issues with the app not loading, requesting a fix.",0.6841521263122559,train
1021,Notion,Appstore/Playstore,They need to improve the phone interface and make it more intuitive Too many clicks to be able to access a list or reminder In addition to adding more languages," User finds the phone interface to be clunky and inefficient, requiring multiple clicks to access lists and reminders, and suggests adding more languages to improve usability.",0.875439465045929,train
1022,Notion,Twitter,Any want an invite to the browsercompany new browser Arc Have 5 here if anyone was interested to use it," User is excited about the new browser CO, and is offering 5 invites for anyone interested in using it.",0.7242472171783447,train
1023,figma,Twitter,"Excited to share that our Material Design 3 components file has over 400 users Celebrating little wins and looking towards posting even more cool stuff on the figma community  
hotgirlinglass figma Nice one","User shares a Dazzle UI Icon library with over 6,800 icons made for Figma, providing a link for others to check it out.",0.5028486251831055,train
1024,figma,Twitter,"I have a file where Ive placed blend modes on a color fill overtop of an image fill These were working fine until I added some new color styles
Now when I go to change the color with the blend mode I can change the color but the blend mode is stuck on whatever it is currently set to I go to the blend mode select a new one and when I release it just goes back to the formerly set mode
Has anyone else experienced this
Yup I have the same problem","User suggests adding a toggle option for styles in Figma to control whether they should be published or not, as they sometimes accidentally publish styles meant for internal use only. They also request a feature to show specific changes in items when publishing a library.",0.2112489938735962,train
1025,Notion,Twitter,"Building your own Productivity System can be an overwhelming mess Dont know where to start Or what to include Start with a basic structure and customize to your specific usage needs and style Here are 3 Beginner Tips to help you get started on the right path
Bryanjrlim What does your productivity system look like
Do you use Notion
mikeying77 Yeah I use NotionHQ My system is a Frankenstein mix of PARA GTD Time Blocking and some other productivity methodologies I experiment with a few views to see what I find the most efficient and useful What do you use Mike
Bryanjrlim NotionHQ cool let me know when you do a giveaway for your template or when you have free products
I use a very simple and basic system with Todoist Evernote and Google Calendar
Todoist for tasks Evernote for notes Google Calendar for timebased events
mikeying77 NotionHQ Will do Im working on a give away so will be sure to let you know when I release it Alternatively we can do a 1 on 1 call and I can customize a build specifically for you too If you prefer that instead you can book me for a chat using the link in my profile
Bryanjrlim NotionHQ sure thank you
Im not looking into moving to Notion right now but Ill keep that in mind
Do you use Notion for recipes with automated shopping list Thats a thing Im interested in building at the moment
mikeying77 NotionHQ No worries I actually built a recipes app with shopping list Automated depends on how you defined automated though
Bryanjrlim NotionHQ awesome gonna check it out",User is interested in building a productivity system using Notion and is considering using it for recipes with automated shopping lists. They are also considering using it for personal finance and personal development.,0.6047544479370117,train
1026,figma,G2,"Organize flows within the application with each vertical we have carried out design research relying on Figjam for content or images and have everything in one place Besides that always in the team after each sprint we make a feedback with which we can use their templates and more
First of all that it is a cooperative software which can be accessed by the whole team You have the facility to make all kinds of designs for wireframes brainstorming reviews feedback and best of all it has about 1000 different templates
Perhaps the only thing that would change is the possibility of adding more colors than those suggested to try different palettes And if you can continue adding plugins that would be great because I use them all","The user appreciates Miro's interactive and collaborative features, which make workshops more engaging and efficient. They particularly like the built-in grouping and voting functionalities. However, they have experienced issues with inviting participants and some functionalities, such as pasting and resizing elements",0.3907380104064941,train
